Sample Name, Recombined Chromosome, Recombination Start Site (bp), Recombination Event Length (bp)
P6xSC_P57_E8_122,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P57_E8_122,Ca21chr5_C_albicans_SC5314,410808,410808
P6xSC_P57_E8_122,Ca21chr5_C_albicans_SC5314,551628,638372
P6xSC_P58_E9_136,Ca21chr1_C_albicans_SC5314,1615837,1574163
P6xSC_P58_E9_136,Ca21chr3_C_albicans_SC5314,920351,879649
P6xSC_P58_E9_136,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P58_E9_136,Ca21chr5_C_albicans_SC5314,426284,426284
P6xSC_P59_E10_150,Ca21chr3_C_albicans_SC5314,920351,879649
P6xSC_P59_E10_150,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P59_E10_150,Ca21chr6_C_albicans_SC5314,217785,13299
P6xSC_P59_E10_150,Ca21chr6_C_albicans_SC5314,204486,204486
P6xSC_P59_E10_150,Ca21chr6_C_albicans_SC5314,997576,32424
P6xSC_P60_E11_140,Ca21chr1_C_albicans_SC5314,1615837,584410
P6xSC_P60_E11_140,Ca21chr1_C_albicans_SC5314,2200247,10208
P6xSC_P60_E11_140,Ca21chr1_C_albicans_SC5314,2210455,979545
P6xSC_P60_E11_140,Ca21chr3_C_albicans_SC5314,920351,879649
P6xSC_P60_E11_140,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P60_E11_140,Ca21chr6_C_albicans_SC5314,217785,13299
P6xSC_P60_E11_140,Ca21chr6_C_albicans_SC5314,204486,204486
P6xSC_P62_F1_204,Ca21chr1_C_albicans_SC5314,1615837,1574163
P6xSC_P62_F1_204,Ca21chr3_C_albicans_SC5314,920351,879649
P6xSC_P62_F1_204,Ca21chr4_C_albicans_SC5314,952236,952236
P6xSC_P62_F1_204,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P62_F1_204,Ca21chr6_C_albicans_SC5314,217785,13299
P6xSC_P62_F1_204,Ca21chr6_C_albicans_SC5314,204486,204486
P6xSC_P63_F2_188,Ca21chr1_C_albicans_SC5314,1615837,1574163
P6xSC_P63_F2_188,Ca21chr3_C_albicans_SC5314,654733,654733
P6xSC_P63_F2_188,Ca21chr3_C_albicans_SC5314,920351,879649
P6xSC_P63_F2_188,Ca21chr4_C_albicans_SC5314,952236,952236
P6xSC_P63_F2_188,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P63_F2_188,Ca21chr5_C_albicans_SC5314,410808,410808
P6xSC_P63_F2_188,Ca21chr5_C_albicans_SC5314,559933,630067
P6xSC_P63_F2_188,Ca21chr6_C_albicans_SC5314,891058,673273
P6xSC_P63_F2_188,Ca21chr6_C_albicans_SC5314,217785,13299
P6xSC_P63_F2_188,Ca21chr6_C_albicans_SC5314,204486,204486
P6xSC_P63_F2_188,Ca21chr6_C_albicans_SC5314,997576,32424
P6xSC_P63_F2_188,Ca21chr7_C_albicans_SC5314,369500,369500
P6xSC_P63_F2_188,Ca21chrR_C_albicans_SC5314,1672229,1672229
P6xSC_P64_F3_172,Ca21chr3_C_albicans_SC5314,930763,869237
P6xSC_P64_F3_172,Ca21chr4_C_albicans_SC5314,962309,962309
P6xSC_P64_F3_172,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P64_F3_172,Ca21chr5_C_albicans_SC5314,509209,680791
P6xSC_P64_F3_172,Ca21chr6_C_albicans_SC5314,217785,13299
P6xSC_P64_F3_172,Ca21chr6_C_albicans_SC5314,204486,204486
P6xSC_P65_F4_156,Ca21chr1_C_albicans_SC5314,421674,11035
P6xSC_P65_F4_156,Ca21chr1_C_albicans_SC5314,410639,410639
P6xSC_P65_F4_156,Ca21chr3_C_albicans_SC5314,930422,869578
P6xSC_P65_F4_156,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P66_F5_124,Ca21chr1_C_albicans_SC5314,1615837,584410
P6xSC_P66_F5_124,Ca21chr1_C_albicans_SC5314,2200247,30380
P6xSC_P66_F5_124,Ca21chr1_C_albicans_SC5314,2230627,959373
P6xSC_P66_F5_124,Ca21chr3_C_albicans_SC5314,654733,654733
P6xSC_P66_F5_124,Ca21chr3_C_albicans_SC5314,1029732,770268
P6xSC_P66_F5_124,Ca21chr4_C_albicans_SC5314,952236,952236
P6xSC_P66_F5_124,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P66_F5_124,Ca21chr5_C_albicans_SC5314,410808,410808
P6xSC_P66_F5_124,Ca21chr5_C_albicans_SC5314,559933,630067
P6xSC_P66_F5_124,Ca21chr6_C_albicans_SC5314,891058,891058
P6xSC_P66_F5_124,Ca21chr6_C_albicans_SC5314,997576,32424
P6xSC_P66_F5_124,Ca21chr7_C_albicans_SC5314,369500,369500
P6xSC_P66_F5_124,Ca21chrR_C_albicans_SC5314,1672229,1672229
P6xSC_P67_F6_138,Ca21chr1_C_albicans_SC5314,1615837,1574163
P6xSC_P67_F6_138,Ca21chr3_C_albicans_SC5314,920351,879649
P6xSC_P67_F6_138,Ca21chr4_C_albicans_SC5314,962309,962309
P6xSC_P67_F6_138,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P67_F6_138,Ca21chr5_C_albicans_SC5314,426284,426284
P6xSC_P67_F6_138,Ca21chr5_C_albicans_SC5314,559933,630067
P6xSC_P67_F6_138,Ca21chr6_C_albicans_SC5314,891058,673273
P6xSC_P67_F6_138,Ca21chr6_C_albicans_SC5314,217785,13299
P6xSC_P67_F6_138,Ca21chr6_C_albicans_SC5314,204486,204486
P6xSC_P67_F6_138,Ca21chr6_C_albicans_SC5314,997576,32424
P6xSC_P67_F6_138,Ca21chr7_C_albicans_SC5314,369500,369500
P6xSC_P67_F6_138,Ca21chrR_C_albicans_SC5314,1672229,1672229
P6xSC_P68_F7_208,Ca21chr1_C_albicans_SC5314,421674,11035
P6xSC_P68_F7_208,Ca21chr1_C_albicans_SC5314,410639,410639
P6xSC_P68_F7_208,Ca21chr3_C_albicans_SC5314,742601,742601
P6xSC_P68_F7_208,Ca21chr3_C_albicans_SC5314,920351,879649
P6xSC_P68_F7_208,Ca21chr4_C_albicans_SC5314,952236,952236
P6xSC_P68_F7_208,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P68_F7_208,Ca21chr5_C_albicans_SC5314,410808,410808
P6xSC_P68_F7_208,Ca21chr6_C_albicans_SC5314,217785,13299
P6xSC_P68_F7_208,Ca21chr6_C_albicans_SC5314,204486,204486
P6xSC_P68_F7_208,Ca21chr6_C_albicans_SC5314,997576,32424
P6xSC_P69_F8_124,Ca21chr1_C_albicans_SC5314,2200247,10208
P6xSC_P69_F8_124,Ca21chr1_C_albicans_SC5314,2210455,979545
P6xSC_P69_F8_124,Ca21chr2_C_albicans_SC5314,897252,12896
P6xSC_P69_F8_124,Ca21chr2_C_albicans_SC5314,884356,884356
P6xSC_P69_F8_124,Ca21chr4_C_albicans_SC5314,952236,952236
P6xSC_P69_F8_124,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P69_F8_124,Ca21chr6_C_albicans_SC5314,217785,13299
P6xSC_P69_F8_124,Ca21chr6_C_albicans_SC5314,204486,204486
P6xSC_P6_A5_114,Ca21chr3_C_albicans_SC5314,903993,896007
P6xSC_P6_A5_114,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P6_A5_114,Ca21chr6_C_albicans_SC5314,217785,13299
P6xSC_P6_A5_114,Ca21chr6_C_albicans_SC5314,204486,204486
P6xSC_P70_F9_138,Ca21chr1_C_albicans_SC5314,2200247,10208
P6xSC_P70_F9_138,Ca21chr1_C_albicans_SC5314,2210455,979545
P6xSC_P70_F9_138,Ca21chr3_C_albicans_SC5314,903993,896007
P6xSC_P70_F9_138,Ca21chr4_C_albicans_SC5314,962309,962309
P6xSC_P70_F9_138,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P70_F9_138,Ca21chr5_C_albicans_SC5314,426284,426284
P6xSC_P70_F9_138,Ca21chr6_C_albicans_SC5314,217785,13299
P6xSC_P70_F9_138,Ca21chr6_C_albicans_SC5314,204486,204486
P6xSC_P71_F10_152,Ca21chr1_C_albicans_SC5314,2200247,10208
P6xSC_P71_F10_152,Ca21chr1_C_albicans_SC5314,2210455,979545
P6xSC_P71_F10_152,Ca21chr3_C_albicans_SC5314,920351,879649
P6xSC_P71_F10_152,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P71_F10_152,Ca21chr5_C_albicans_SC5314,426284,426284
P6xSC_P72_F11_114,Ca21chr3_C_albicans_SC5314,920351,879649
P6xSC_P72_F11_114,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P72_F11_114,Ca21chr6_C_albicans_SC5314,217785,13299
P6xSC_P72_F11_114,Ca21chr6_C_albicans_SC5314,204486,204486
P6xSC_P72_F11_114,Ca21chr7_C_albicans_SC5314,369500,369500
P6xSC_P74_G1_206,Ca21chr1_C_albicans_SC5314,2200247,10208
P6xSC_P74_G1_206,Ca21chr1_C_albicans_SC5314,2210455,979545
P6xSC_P74_G1_206,Ca21chr3_C_albicans_SC5314,903993,896007
P6xSC_P74_G1_206,Ca21chr4_C_albicans_SC5314,962309,962309
P6xSC_P74_G1_206,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P74_G1_206,Ca21chr5_C_albicans_SC5314,426284,426284
P6xSC_P74_G1_206,Ca21chr6_C_albicans_SC5314,997576,32424
P6xSC_P75_G2_190,Ca21chr1_C_albicans_SC5314,421674,77904
P6xSC_P75_G2_190,Ca21chr1_C_albicans_SC5314,343770,343770
P6xSC_P75_G2_190,Ca21chr1_C_albicans_SC5314,1615837,584410
P6xSC_P75_G2_190,Ca21chr1_C_albicans_SC5314,2200247,10208
P6xSC_P75_G2_190,Ca21chr1_C_albicans_SC5314,2210455,979545
P6xSC_P75_G2_190,Ca21chr3_C_albicans_SC5314,930763,869237
P6xSC_P75_G2_190,Ca21chr4_C_albicans_SC5314,962309,962309
P6xSC_P75_G2_190,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P75_G2_190,Ca21chr5_C_albicans_SC5314,410808,410808
P6xSC_P75_G2_190,Ca21chr5_C_albicans_SC5314,538142,651858
P6xSC_P75_G2_190,Ca21chr6_C_albicans_SC5314,891058,891058
P6xSC_P75_G2_190,Ca21chr6_C_albicans_SC5314,997576,32424
P6xSC_P76_G3_174,Ca21chr1_C_albicans_SC5314,2200247,10208
P6xSC_P76_G3_174,Ca21chr1_C_albicans_SC5314,2210455,979545
P6xSC_P76_G3_174,Ca21chr3_C_albicans_SC5314,930422,869578
P6xSC_P76_G3_174,Ca21chr4_C_albicans_SC5314,962309,962309
P6xSC_P76_G3_174,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P76_G3_174,Ca21chr5_C_albicans_SC5314,410808,410808
P6xSC_P76_G3_174,Ca21chr6_C_albicans_SC5314,997576,32424
P6xSC_P77_G4_158,Ca21chr1_C_albicans_SC5314,2200247,10208
P6xSC_P77_G4_158,Ca21chr1_C_albicans_SC5314,2210455,979545
P6xSC_P77_G4_158,Ca21chr3_C_albicans_SC5314,930422,869578
P6xSC_P77_G4_158,Ca21chr4_C_albicans_SC5314,952236,952236
P6xSC_P77_G4_158,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P77_G4_158,Ca21chr5_C_albicans_SC5314,410808,410808
P6xSC_P77_G4_158,Ca21chr6_C_albicans_SC5314,891058,673273
P6xSC_P77_G4_158,Ca21chr6_C_albicans_SC5314,217785,13299
P6xSC_P77_G4_158,Ca21chr6_C_albicans_SC5314,204486,82325
P6xSC_P77_G4_158,Ca21chr6_C_albicans_SC5314,122161,98290
P6xSC_P77_G4_158,Ca21chr6_C_albicans_SC5314,23871,23871
P6xSC_P77_G4_158,Ca21chr6_C_albicans_SC5314,997576,32424
P6xSC_P77_G4_158,Ca21chrR_C_albicans_SC5314,1672229,1672229
P6xSC_P78_G5_126,Ca21chr1_C_albicans_SC5314,1615837,584410
P6xSC_P78_G5_126,Ca21chr1_C_albicans_SC5314,2200247,10208
P6xSC_P78_G5_126,Ca21chr1_C_albicans_SC5314,2210455,979545
P6xSC_P78_G5_126,Ca21chr3_C_albicans_SC5314,1029732,770268
P6xSC_P78_G5_126,Ca21chr4_C_albicans_SC5314,952236,952236
P6xSC_P78_G5_126,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P78_G5_126,Ca21chr5_C_albicans_SC5314,410808,410808
P6xSC_P78_G5_126,Ca21chr5_C_albicans_SC5314,538142,651858
P6xSC_P78_G5_126,Ca21chr6_C_albicans_SC5314,891058,673273
P6xSC_P78_G5_126,Ca21chr6_C_albicans_SC5314,217785,13299
P6xSC_P78_G5_126,Ca21chr6_C_albicans_SC5314,204486,204486
P6xSC_P78_G5_126,Ca21chr6_C_albicans_SC5314,997576,32424
P6xSC_P78_G5_126,Ca21chrR_C_albicans_SC5314,1672229,1672229
P6xSC_P79_G6_140,Ca21chr1_C_albicans_SC5314,1085100,39525
P6xSC_P79_G6_140,Ca21chr1_C_albicans_SC5314,1045575,905362
P6xSC_P79_G6_140,Ca21chr1_C_albicans_SC5314,140213,140213
P6xSC_P79_G6_140,Ca21chr1_C_albicans_SC5314,2200247,10208
P6xSC_P79_G6_140,Ca21chr1_C_albicans_SC5314,2210455,979545
P6xSC_P79_G6_140,Ca21chr3_C_albicans_SC5314,920351,879649
P6xSC_P79_G6_140,Ca21chr4_C_albicans_SC5314,952236,952236
P6xSC_P79_G6_140,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P79_G6_140,Ca21chr5_C_albicans_SC5314,426284,426284
P6xSC_P79_G6_140,Ca21chr6_C_albicans_SC5314,997576,32424
P6xSC_P7_A6_128,Ca21chr3_C_albicans_SC5314,920351,879649
P6xSC_P7_A6_128,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P7_A6_128,Ca21chr6_C_albicans_SC5314,217785,13299
P6xSC_P7_A6_128,Ca21chr6_C_albicans_SC5314,204486,204486
P6xSC_P80_G7_114,Ca21chr1_C_albicans_SC5314,2200247,10208
P6xSC_P80_G7_114,Ca21chr1_C_albicans_SC5314,2210455,979545
P6xSC_P80_G7_114,Ca21chr3_C_albicans_SC5314,930763,869237
P6xSC_P80_G7_114,Ca21chr4_C_albicans_SC5314,952236,952236
P6xSC_P80_G7_114,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P80_G7_114,Ca21chr5_C_albicans_SC5314,410808,410808
P6xSC_P81_G8_126,Ca21chr1_C_albicans_SC5314,2200247,10208
P6xSC_P81_G8_126,Ca21chr1_C_albicans_SC5314,2210455,146514
P6xSC_P81_G8_126,Ca21chr1_C_albicans_SC5314,2356969,30710
P6xSC_P81_G8_126,Ca21chr1_C_albicans_SC5314,2387679,802321
P6xSC_P81_G8_126,Ca21chr3_C_albicans_SC5314,930422,869578
P6xSC_P81_G8_126,Ca21chr4_C_albicans_SC5314,952236,952236
P6xSC_P81_G8_126,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P81_G8_126,Ca21chr6_C_albicans_SC5314,904727,686942
P6xSC_P81_G8_126,Ca21chr6_C_albicans_SC5314,217785,13299
P6xSC_P81_G8_126,Ca21chr6_C_albicans_SC5314,204486,204486
P6xSC_P81_G8_126,Ca21chr6_C_albicans_SC5314,997576,32424
P6xSC_P8_A7_142,Ca21chr3_C_albicans_SC5314,903993,896007
P6xSC_P8_A7_142,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P8_A7_142,Ca21chr6_C_albicans_SC5314,217785,13299
P6xSC_P8_A7_142,Ca21chr6_C_albicans_SC5314,204486,204486
P6xSC_P9_A8_114,Ca21chr1_C_albicans_SC5314,1615837,1574163
P6xSC_P9_A8_114,Ca21chr3_C_albicans_SC5314,930763,869237
P6xSC_P9_A8_114,Ca21chr4_C_albicans_SC5314,952236,952236
P6xSC_P9_A8_114,Ca21chr4_C_albicans_SC5314,1005224,594776
P6xSC_P9_A8_114,Ca21chr5_C_albicans_SC5314,410808,410808
P6xSC_P9_A8_114,Ca21chr5_C_albicans_SC5314,538142,651858
P6xSC_P9_A8_114,Ca21chr6_C_albicans_SC5314,891058,891058
P6xSC_P9_A8_114,Ca21chr6_C_albicans_SC5314,997576,32424
P6xSC_P9_A8_114,Ca21chr7_C_albicans_SC5314,369500,369500
P6xSC_P9_A8_114,Ca21chrR_C_albicans_SC5314,1672229,1672229
